asin,workbook_account,workbook_sku,workbook_mapped_sku,workbook_june2025_sales,workbook_june2025_orders,workbook_june2026_sales,workbook_june2026_orders,db_fbm_sales_2025,db_fba_sales_2025,db_vendor_sales_2025,db_total_sales_2025,db_orders_2025,db_vendor_units_2025,db_fbm_sales_2026,db_fba_sales_2026,db_vendor_sales_2026,db_total_sales_2026,db_orders_2026,db_vendor_units_2026,sales_diff_2025_wb_minus_db,sales_diff_2026_wb_minus_db,reason,root_cause_note
B0BWS7PZ92,DCvoltage,LSDO210WH+RPR44WH D,LSDO210WH+RPR44WH,0.0,0,0.0,0,34.01,0.0,0.0,34.01,3,0,11.89,0.0,0.0,11.89,1,0,-34.01,-11.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0BX42221D,Ledsone,LSSS300NB+RPR44WH,LSSS300NB+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,29.98,0.0,0.0,29.98,1,0,0.0,-29.98,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CJ4QZ15C,DCvoltage,LSMCSPSQMC,LSMCSPSQMC+RPM40WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,43.49,66.16,0.0,109.65,5,0,0.0,-109.65,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0BX46169V,Ledsone,LSSS300BM+RPR44WH,LSSS300BM+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,14.99,0.0,0.0,14.99,1,0,0.0,-14.99,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D8L1HQXM,DCvoltage,RWWPSY0660YE DS,RWWPSY0660YE,0.0,0,0.0,0,9.28,0.0,0.0,9.28,1,0,60.11,0.0,0.0,60.11,8,0,-9.28,-60.11,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVKZ9NMV,DCvoltage,LSTF400WH2PK+RPR44WH2PK,,0.0,0,0.0,0,136.57,0.0,0.0,136.57,2,0,0.0,0.0,0.0,0.0,0,0,-136.57,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D5LVCYF1,DCvoltage,LSFT220BU2PK+RPR44WH2PK-AMD,,0.0,0,0.0,0,0.0,19.79,0.0,19.79,1,0,0.0,0.0,0.0,0.0,0,0,-19.79,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVL7DB9S,Ledsone,RWWPSY08100YE,,0.0,0,0.0,0,36.9,0.0,0.0,36.9,5,0,0.0,0.0,0.0,0.0,0,0,-36.9,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CZNPJGMM,DCvoltage,LSSS300RE2PK+RPR44WH2PK-AMD,LSSS300RE2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,79.65,0.0,79.65,4,0,0.0,19.79,0.0,19.79,1,0,-79.65,-19.79,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0BWYGKPXF,DCvoltage,LSDO400OR+RPR44WH D,LSDO400OR+RPR44WH,0.0,0,0.0,0,18.5,0.0,0.0,18.5,1,0,0.0,0.0,0.0,0.0,0,0,-18.5,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B08VGL8TBR,DCvoltage,LSCY290GB+RPR44WH W,LSCY290GB+RPR44WH,0.0,0,0.0,0,132.63,0.0,0.0,132.63,5,0,38.78,0.0,0.0,38.78,2,0,-132.63,-38.78,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CS9QXNXQ,DCvoltage,LSDO210BG3PK+RPR44WH3PK-AMD,,0.0,0,0.0,0,0.0,28.89,0.0,28.89,1,0,29.89,34.88,0.0,64.77,2,0,-28.89,-64.77,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D9Q2ZXTL,Ledsone,LSGLBP120CO2PK,LSGLBP120CO2PK+RPM40WH2PK,0.0,0,0.0,0,16.39,0.0,0.0,16.39,1,0,0.0,0.0,0.0,0.0,0,0,-16.39,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0GLR5F57B,DCvoltage,LSCY290DOR+RPR44WH,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,15.89,0.0,0.0,15.89,1,0,0.0,-15.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D7S1FK1Q,Ledsone,LSMS320GR2PK+RPR44WH2PK-UK,LSMS320GR2PK+RPR44WH2PK,0.0,0,0.0,0,77.67,0.0,0.0,77.67,3,0,25.89,0.0,0.0,25.89,1,0,-77.67,-25.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CZLDL8DQ,DCvoltage,LSSS300RO2PK+RPR44WH2PK,,0.0,0,0.0,0,0.0,44.75,0.0,44.75,2,0,0.0,0.0,0.0,0.0,0,0,-44.75,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0C4LWJMCS,Ledsone,LSLC180BM+RPR44WH,LSLC180BM+RPR44WH,0.0,0,0.0,0,22.12,0.0,0.0,22.12,1,0,0.0,0.0,0.0,0.0,0,0,-22.12,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F6775Q2J,Ledsone,LSMCSQWYRE+RPM40WH,,0.0,0,0.0,0,80.63,0.0,0.0,80.63,4,0,246.36,0.0,17.32,263.68,8,1,-80.63,-263.68,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D29BVFXT,Ledsone,LSCY290SN2PK+RPR44WH2PK LS,LSCY290SN2PK+RPR44WH2PK,0.0,0,0.0,0,28.89,0.0,0.0,28.89,1,0,25.74,0.0,0.0,25.74,1,0,-28.89,-25.74,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DZNJDHCQ,Ledsone,RWWPSY12GY-UK,RWWPSY12GY,0.0,0,0.0,0,14.17,0.0,0.0,14.17,3,0,16.83,0.0,0.0,16.83,6,0,-14.17,-16.83,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B093T37BQ8,Ledsone,LSMS320OR+RPR44WH C,LSMS320OR+RPR44WH,0.0,0,0.0,0,55.21,0.0,0.0,55.21,4,0,0.0,29.98,0.0,29.98,2,0,-55.21,-29.98,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0GTQRBZLX,DCvoltage,LSGL10012AR5PK+RPM40WH5PK,LSGL12010AR5PK+RPM40WH5PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,81.98,0.0,0.0,81.98,2,0,0.0,-81.98,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D8YHX5YL,Ledsone,LSCY210BC2PK+RPR44WH2PK-K,LSCY210BC2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,23.89,0.0,0.0,23.89,1,0,0.0,-23.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CPBWXLWY,DCvoltage,LSCY290BD+RPR44WH DC,LSCY290CB+RPR44WH,0.0,0,0.0,0,17.89,0.0,0.0,17.89,1,0,0.0,0.0,0.0,0.0,0,0,-17.89,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D298ZBH2,Ledsone,LSCY290WH2PK+RPR44WH2PK LS,LSCY290WH2PK+RPR44WH2PK,0.0,0,0.0,0,25.64,0.0,0.0,25.64,1,0,0.0,26.99,0.0,26.99,1,0,-25.64,-26.99,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0BWJWGXD4,DCvoltage,LSCY210BG+RPR44WH X,LSCY210BG+RPR44WH,0.0,0,0.0,0,62.45,0.0,0.0,62.45,5,0,0.0,72.54,0.0,72.54,5,0,-62.45,-72.54,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B08VGHVH8R,DCvoltage,LSCY290BC+RPR44WH W,LSCY290BC+RPR44WH,0.0,0,0.0,0,431.43,0.0,0.0,431.43,23,0,16.29,102.32,0.0,118.61,7,0,-431.43,-118.61,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D5R1HHGH,DCvoltage,LSMCSQWYBL2PK+RPM40WH2PK,,0.0,0,0.0,0,72.93,0.0,0.0,72.93,2,0,123.24,0.0,0.0,123.24,2,0,-72.93,-123.24,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DDBY9LDM,DCvoltage,LSDO400BYI+RPR44WH DD,LSDO400BYI+RPR44WH,0.0,0,0.0,0,33.78,0.0,0.0,33.78,2,0,0.0,0.0,0.0,0.0,0,0,-33.78,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVB8N9HV,DCvoltage,RWWPSY10GY,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,10.39,0.0,0.0,10.39,2,0,0.0,-10.39,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CB4P6RGN,DCvoltage,LSCY290SN+RPR44WH KR,LSCY290SN+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,35.78,0.0,0.0,35.78,1,0,0.0,-35.78,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CPBXD3C5,DCvoltage,LSCY290WH+RPR44WH DC,LSCY290WH+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,79.45,0.0,0.0,79.45,5,0,0.0,-79.45,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D6KLL6DX,DCvoltage,LSCY290GY2PK+RPR44WH2PK,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,58.58,0.0,0.0,58.58,2,0,0.0,-58.58,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CPBXJ8N8,DCvoltage,LSCY290BL+RPR44WH DC,LSCY290BL+RPR44WH,0.0,0,0.0,0,15.89,0.0,0.0,15.89,1,0,47.67,0.0,0.0,47.67,2,0,-15.89,-47.67,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D7S64HXG,Ledsone,LSMS320BT+RPR44WH-UK,LSMS320BT+RPR44WH,0.0,0,0.0,0,27.88,0.0,0.0,27.88,1,0,0.0,0.0,0.0,0.0,0,0,-27.88,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B08FXV388J,DCvoltage,LSFT220CO,LSFT220CO+RPR44WH,0.0,0,0.0,0,47.56,0.0,0.0,47.56,2,0,0.0,0.0,0.0,0.0,0,0,-47.56,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F28YNDZN,Ledsone,LSCY290RO+RPR44WH__1,LSCY290RO+RPR44WH,0.0,0,0.0,0,101.97,0.0,0.0,101.97,6,0,91.45,71.16,0.0,162.61,9,0,-101.97,-162.61,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0C7C6LPRH,DCvoltage,LSCY290BU+RPR44WH-AMD,,0.0,0,0.0,0,28.93,14.99,0.0,43.92,3,0,0.0,0.0,0.0,0.0,0,0,-43.92,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVQDVWLK,Ledsone,RWT480YE,,0.0,0,0.0,0,15.39,0.0,0.0,15.39,1,0,0.0,0.0,0.0,0.0,0,0,-15.39,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0BWTX5K2W,DCvoltage,LSCP150YE+RPR44WH A,LSCP150YE+RPR44WH,0.0,0,0.0,0,11.89,0.0,0.0,11.89,1,0,0.0,0.0,0.0,0.0,0,0,-11.89,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0GLQ6PB3J,Ledsone,LSCY290DWH+RPR44WH,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,31.78,0.0,0.0,31.78,2,0,0.0,-31.78,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DZ1YP156,Ledsone,RWWPSY0630YE2PK-U,RWWPSY0630YE2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,4.87,0.0,0.0,4.87,1,0,0.0,-4.87,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D9Q31B1Y,Ledsone,LSGLBP150CO2PK,LSGL12010AR2PK+RPM40WH2PK,0.0,0,0.0,0,92.38,0.0,0.0,92.38,5,0,0.0,0.0,0.0,0.0,0,0,-92.38,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVMX2MY5,DCvoltage,RWWPSYBF50GY,,0.0,0,0.0,0,5.38,0.0,0.0,5.38,1,0,21.88,0.0,0.0,21.88,4,0,-5.38,-21.88,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CTSTBDXV,DCvoltage,LSMS320BD+RPR44WH s,LSMS320CB+RPR44WH,0.0,0,0.0,0,126.61,0.0,0.0,126.61,6,0,0.0,14.99,0.0,14.99,1,0,-126.61,-14.99,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVL97X6X,Ledsone,RWWPSY1050YE,,0.0,0,0.0,0,14.36,0.0,0.0,14.36,2,0,0.0,0.0,0.0,0.0,0,0,-14.36,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B08THNRYWQ,DCvoltage,LSCI290BS K,LSCY290BS+RPR44WH,0.0,0,0.0,0,47.67,0.0,0.0,47.67,2,0,0.0,0.0,0.0,0.0,0,0,-47.67,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVL9FRMG,DCvoltage,LSTF400GY2PK+RPR44WH2PK,,0.0,0,0.0,0,29.69,0.0,0.0,29.69,1,0,29.69,0.0,0.0,29.69,1,0,-29.69,-29.69,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVL9NNFT,Ledsone,LSTF400BM2PK+RPR44WH2PK,LSTF400BM2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,27.79,0.0,27.79,1,0,0.0,-27.79,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0BX41N2J5,Ledsone,LSSS300GB+RPR44WH,LSSS300GB+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,14.99,0.0,0.0,14.99,1,0,0.0,-14.99,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D6KQNX6C,Ledsone,LSDM220YB2PK+RPR44WH2PK-U,LSDM220YB2PK+RPR44WH2PK,0.0,0,0.0,0,20.89,0.0,0.0,20.89,1,0,0.0,0.0,0.0,0.0,0,0,-20.89,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D6KSHMXF,Ledsone,LSDM220SN2PK+RPR44WH2PK-U,LSDM220SN2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,60.29,0.0,60.29,3,0,0.0,0.0,0.0,0.0,0,0,-60.29,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0GTHJQKPG,DCvoltage,LSGL10014CL+RPM40WH_UT,LSGL14010CL+RPM40WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,35.67,0.0,0.0,35.67,2,0,0.0,-35.67,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DBL9F8G3,Ledsone,LSDO210WH2PK+RPR44WH2PK-O C,LSDO210WH2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,17.89,0.0,0.0,17.89,1,0,0.0,-17.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
